# File: DECARB_trn_scenarios.csv
# Title: Parameter adjustments to define the transportation scenarios
# Units: Various
# Comments: This is intended as a single control table for scenario differentiation
# Source: harmonization exercise with TEMPO
# Column types: ccccccni
# ----------
scenario,supplysector,subsector,technology,variable,value,adj_factor,rule_number
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2085,1.017,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2085,0.884,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2090,1.017,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2090,0.884,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2095,1.017,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2095,0.884,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2100,1.017,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2100,0.884,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2005,0.727,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2005,0.879,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2010,0.867,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2010,0.908,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2015,0.954,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2015,0.928,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2020,1.01,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2020,0.944,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2025,1.052,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2025,0.955,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2030,0.937,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2030,0.897,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2035,0.935,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2035,0.876,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2040,0.938,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2040,0.859,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2045,0.941,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2045,0.842,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2050,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2050,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2055,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2055,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2060,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2060,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2065,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2065,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2070,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2070,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2075,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2075,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2080,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2080,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2085,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2085,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2090,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2090,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2095,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2095,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2100,0.945,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2100,0.824,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2005,0.993,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2005,0.764,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2010,1.032,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2010,0.825,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2015,1.081,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2015,0.854,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2020,1.039,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2020,0.88,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2025,1,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2025,0.852,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2030,1.033,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2030,0.841,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2035,1.038,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2035,0.775,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2040,1.047,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2040,0.792,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2045,1.056,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2045,0.811,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2050,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2050,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2055,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2055,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2060,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2060,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2065,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2065,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2070,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2070,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2075,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2075,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2080,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2080,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2085,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2085,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2090,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2090,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2095,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2095,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2100,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2100,0.833,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2005,1.058,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2005,0.63,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2010,1.076,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2010,0.668,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2015,1.101,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2015,0.687,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2020,1.066,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2020,0.795,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2025,1.072,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2025,0.742,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2030,1.125,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2030,0.794,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2035,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2035,0.787,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2040,1.076,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2040,0.782,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2045,1.085,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2045,0.776,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2050,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2050,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2055,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2055,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2060,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2060,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2065,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2065,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2070,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2070,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2075,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2075,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2080,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2080,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2085,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2085,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2090,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2090,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2095,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2095,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2100,1.094,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2100,0.77,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2005,0.977,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2005,0.717,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2010,1.008,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2010,0.757,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2015,1.028,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2015,0.717,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2020,1.02,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2020,0.831,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2025,1.013,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2025,0.852,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2030,1.05,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2030,0.89,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2035,1.053,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2035,0.841,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2040,1.057,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2040,0.843,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2045,1.062,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2045,0.845,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2050,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2050,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2055,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2055,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2060,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2060,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2065,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2065,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2070,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2070,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2075,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2075,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2080,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2080,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2085,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2085,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2090,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2090,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2095,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2095,0.847,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2100,1.067,NA
HiTech,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2100,0.847,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,coefficient,2025,0.953,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,input.cost,2025,1.038,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,coefficient,2025,0.979,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,input.cost,2025,1.02,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,coefficient,2025,0.977,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,input.cost,2025,1.036,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,coefficient,2025,1.033,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,input.cost,2025,1.02,NA
IRA,trn_pass_road_LDV_4W,Car,NG,coefficient,2025,1,NA
IRA,trn_pass_road_LDV_4W,Car,NG,input.cost,2025,1.016,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2025,0.958,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2025,1.045,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2025,0.962,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2025,1.055,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2025,1.009,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2025,1.043,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2025,1.058,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2025,1.018,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2025,1,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2025,1.015,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,coefficient,2030,0.949,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,input.cost,2030,1.021,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,coefficient,2030,0.974,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,input.cost,2030,1.007,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,coefficient,2030,0.974,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,input.cost,2030,1.077,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,coefficient,2030,0.961,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,input.cost,2030,1.024,NA
IRA,trn_pass_road_LDV_4W,Car,NG,coefficient,2030,0.962,NA
IRA,trn_pass_road_LDV_4W,Car,NG,input.cost,2030,1.036,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2030,0.964,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2030,1.047,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2030,0.947,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2030,1.051,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2030,1.018,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2030,1.094,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2030,1.024,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2030,1.031,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2030,0.963,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2030,1.035,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,coefficient,2035,0.863,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,input.cost,2035,1.079,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,coefficient,2035,0.925,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,input.cost,2035,1,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,coefficient,2035,0.928,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,input.cost,2035,1.103,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,coefficient,2035,0.88,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,input.cost,2035,0.993,NA
IRA,trn_pass_road_LDV_4W,Car,NG,coefficient,2035,0.898,NA
IRA,trn_pass_road_LDV_4W,Car,NG,input.cost,2035,1.043,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2035,0.869,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2035,1.111,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2035,0.896,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2035,1.044,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2035,0.993,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2035,1.119,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2035,0.97,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2035,0.985,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2035,0.913,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2035,1.042,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,coefficient,2040,0.836,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,input.cost,2040,1.101,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,coefficient,2040,0.908,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,input.cost,2040,1,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,coefficient,2040,0.876,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,input.cost,2040,1.126,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,coefficient,2040,0.838,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,input.cost,2040,1.007,NA
IRA,trn_pass_road_LDV_4W,Car,NG,coefficient,2040,0.863,NA
IRA,trn_pass_road_LDV_4W,Car,NG,input.cost,2040,1.055,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2040,0.839,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2040,1.137,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2040,0.878,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2040,1.016,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2040,0.946,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2040,1.137,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2040,0.937,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2040,0.997,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2040,0.886,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2040,1.05,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,coefficient,2045,0.807,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,input.cost,2045,1.136,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,coefficient,2045,0.888,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,input.cost,2045,1,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,coefficient,2045,0.826,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,input.cost,2045,1.149,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,coefficient,2045,0.794,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,input.cost,2045,1.019,NA
IRA,trn_pass_road_LDV_4W,Car,NG,coefficient,2045,0.825,NA
IRA,trn_pass_road_LDV_4W,Car,NG,input.cost,2045,1.064,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2045,0.807,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2045,1.174,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2045,0.859,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2045,1.005,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2045,0.894,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2045,1.154,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2045,0.895,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2045,1.006,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2045,0.852,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2045,1.056,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,coefficient,2050,0.777,NA
IRA,trn_pass_road_LDV_4W,Car,BEV,input.cost,2050,1.176,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,coefficient,2050,0.869,NA
IRA,trn_pass_road_LDV_4W,Car,FCEV,input.cost,2050,1,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,coefficient,2050,0.783,NA
IRA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,input.cost,2050,1.172,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,coefficient,2050,0.755,NA
IRA,trn_pass_road_LDV_4W,Car,Liquids,input.cost,2050,1.03,NA
IRA,trn_pass_road_LDV_4W,Car,NG,coefficient,2050,0.792,NA
IRA,trn_pass_road_LDV_4W,Car,NG,input.cost,2050,1.073,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,coefficient,2050,0.776,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,input.cost,2050,1.217,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,coefficient,2050,0.841,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,input.cost,2050,1,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,coefficient,2050,0.848,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,input.cost,2050,1.171,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,coefficient,2050,0.856,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,input.cost,2050,1.015,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,coefficient,2050,0.82,NA
IRA,trn_pass_road_LDV_4W,Large Car and Truck,NG,input.cost,2050,1.061,NA
